cnt,var,year,Agriculture,Mining,Manufacturing,Utilities,Construction,Trade services,Transport services,Business services,Financial services,Real estate,Government services,Other services,Total
BOL,VA,2008,12603,17181,13480,2437,2793,11251,8463,4436,4193,3117,12601,4815,93570
BOL,VA,2009,13575,15779,14141,2631,3028,11848,9001,4601,4421,3343,14508,5239,98164
BOL,VA,2010,14325,19332,15539,3011,3679,13551,10545,4955,5216,3657,16423,5701,111452
BOL,VA,2011,16240,25757,17186,3300,4241,15621,12118,5141,5720,4072,19333,6172,129772
BOL,VA,2012,18364,27364,19116,3550,4870,16564,13047,5662,7624,4603,21365,6827,142180
BOL,VA,2013,21116,29896,21033,3914,5575,18049,14690,6045,9013,5083,24805,7506,158962
BOL,VA,2014,22208,30183,22204,4259,6342,18977,16406,6342,10482,5450,28776,8109,171006
BOL,VA,2015,23349,22810,23239,4670,6750,19758,17846,6741,11222,6071,34355,8847,176391
BOL,VA,2016,26202,20990,25762,5141,7506,22233,20269,7486,12768,6851,37354,9842,191802
BOL,VA,2017,30038,27926,27198,5546,7677,24647,21640,8001,13685,7593,40099,10655,213254
BOL,VA,2018,31964,30426,28794,5894,7953,26129,23071,8495,14530,8207,44799,11440,229674
BOL,VA_Q15,1990,10955,7231,8841,1302,1928,8718,6011,1700,1338,3467,12640,3857,67986
BOL,VA_Q15,1991,12035,7393,9267,1393,2043,9278,6408,1782,1479,3512,12744,3998,71332
BOL,VA_Q15,1992,11525,7492,9274,1458,2271,9461,6583,1954,1824,3559,13262,4180,72844
BOL,VA_Q15,1993,12003,7930,9653,1684,2402,9752,6779,2147,2149,3625,13661,4361,76146
BOL,VA_Q15,1994,12804,8203,10175,1874,2430,10096,7136,2341,2428,3688,14030,4462,79669
BOL,VA_Q15,1995,12984,8801,10867,2036,2577,10375,7558,2455,2593,3757,14378,4627,83007
BOL,VA_Q15,1996,13854,8627,11395,2105,2810,10903,8012,2677,3172,3826,14600,4841,86821
BOL,VA_Q15,1997,14485,9150,11625,2204,2950,11351,8426,3375,3796,3904,15284,5096,91646
BOL,VA_Q15,1998,13844,9659,11914,2259,4004,11576,8793,4004,4593,3985,15857,5257,95745
BOL,VA_Q15,1999,14191,9218,12263,2366,3330,11660,8531,4928,4971,4074,16210,5477,97219
BOL,VA_Q15,2000,14684,9810,12482,2409,3191,12075,8681,4876,4971,4147,16477,5699,99501
BOL,VA_Q15,2001,15192,9659,12818,2425,2968,12207,8828,5091,4693,4258,16892,5861,100892
BOL,VA_Q15,2002,15260,9899,12850,2479,3449,12453,9267,4784,4663,4349,17427,6017,102897
BOL,VA_Q15,2003,16590,10389,13339,2552,2632,12680,9667,4781,4109,4437,18027,6127,105329
BOL,VA_Q15,2004,16631,11368,14083,2630,2690,13120,10097,4845,3716,4551,18640,6313,108683
BOL,VA_Q15,2005,17459,12856,14506,2702,2861,13437,10380,4755,3905,4646,19316,6426,113248
BOL,VA_Q15,2006,18203,13546,15680,2811,3097,13896,10795,4977,4323,4741,20021,6584,118674
BOL,VA_Q15,2007,18111,14496,16635,2932,3541,14556,11158,5163,4980,4850,20834,6787,124044
BOL,VA_Q15,2008,18585,17823,17244,3037,3867,15141,11652,5321,5443,4958,21631,6969,131670
BOL,VA_Q15,2009,19269,17463,18074,3222,4285,15786,12381,5503,5808,5087,23034,7219,137130
BOL,VA_Q15,2010,19042,18168,18542,3459,4605,16381,13538,5705,6432,5224,23872,7470,142438
BOL,VA_Q15,2011,19624,19116,19223,3712,4972,16946,14505,5859,6807,5321,25338,7668,149092
BOL,VA_Q15,2012,20438,20053,20136,3928,5371,17569,14883,6048,8377,5477,26822,7936,157036
BOL,VA_Q15,2013,21396,21852,21361,4129,5943,18233,16024,6260,9407,5644,29380,8188,167815
BOL,VA_Q15,2014,22213,23130,22222,4394,6407,18941,16891,6493,10272,5853,31411,8519,176746
BOL,VA_Q15,2015,23349,22810,23239,4670,6750,19758,17846,6741,11222,6071,34355,8847,176391
BOL,VA_Q15,2016,24081,22697,24676,4916,7279,20625,18917,7028,12605,6360,35842,9231,194258
BOL,VA_Q15,2017,25911,22560,25488,5115,7642,21675,19933,7341,13306,6617,37550,9606,202744
BOL,VA_Q15,2018,27702,21798,26893,5288,7913,22758,20807,7683,14101,6927,40097,10032,211998
BOL,EMP,1990,1695,89,147,3,82,209,98,22,3,0,230,311,2890
BOL,EMP,1991,1808,98,173,3,113,258,97,32,5,1,191,258,3037
BOL,EMP,1992,1887,86,190,3,128,266,99,38,6,1,186,251,3140
BOL,EMP,1993,1873,71,189,2,121,310,120,44,7,1,192,259,3188
BOL,EMP,1994,1889,74,212,2,162,382,116,43,6,1,192,260,3339
BOL,EMP,1995,1870,94,229,2,152,420,122,43,6,1,199,269,3407
BOL,EMP,1996,1860,78,257,3,154,458,116,48,7,1,209,283,3474
BOL,EMP,1997,1802,90,278,4,180,439,146,57,8,1,213,288,3506
BOL,EMP,1998,1765,95,276,4,178,489,147,52,8,1,223,302,3539
BOL,EMP,1999,1730,100,275,4,176,548,149,48,7,1,235,318,3592
BOL,EMP,2000,1698,105,256,6,254,592,121,78,12,2,233,315,3671
BOL,EMP,2001,1696,63,285,6,185,703,142,68,10,1,236,319,3714
BOL,EMP,2002,1648,50,350,4,205,714,143,53,8,1,249,336,3760
BOL,EMP,2003,1348,107,348,7,256,828,151,54,8,1,261,353,3721
BOL,EMP,2004,1433,114,370,7,272,880,160,58,9,1,278,375,3956
BOL,EMP,2005,1618,90,370,7,266,770,202,63,9,1,277,374,4046
BOL,EMP,2006,1716,68,368,6,232,778,192,91,14,2,305,412,4183
BOL,EMP,2007,1585,87,390,7,291,764,205,84,13,2,343,463,4235
BOL,EMP,2008,1563,71,398,8,297,958,253,82,12,2,307,415,4365
BOL,EMP,2009,1461,59,416,6,330,903,240,101,15,2,353,478,4365
BOL,EMP,2010,1321,52,433,5,362,861,236,188,28,4,406,548,4445
BOL,EMP,2011,1385,72,427,6,375,913,248,190,28,4,409,521,4578
BOL,EMP,2012,1265,83,420,10,380,991,273,242,33,5,428,590,4720
BOL,EMP,2013,1397,78,448,6,354,939,256,244,48,7,488,549,4814
BOL,EMP,2014,1536,74,414,6,462,1017,266,218,37,5,421,512,4968
BOL,EMP,2015,1345,81,470,7,523,1046,296,248,42,6,431,536,5030
BOL,EMP,2016,1509,63,438,6,502,1053,280,231,48,7,437,580,5153
BOL,EMP,2017,1457,61,477,10,534,1110,310,258,42,6,459,548,5272
BOL,EMP,2018,1498,55,491,7,525,1114,339,266,40,6,504,558,5403
BRA,VA,1990,1,0,2,0,1,1,0,1,1,2,2,0,12
BRA,VA,1991,3,1,10,1,3,7,2,6,4,7,11,2,56
BRA,VA,1992,30,8,112,17,35,71,17,118,73,130,108,25,744
BRA,VA,1993,657,132,2757,384,853,1603,392,3397,2080,3723,2398,577,18952
BRA,VA,1994,20928,2847,62195,9151,23113,40021,8817,40422,24754,44302,61641,12749,350939
BRA,VA,1995,35382,4411,102667,14939,43054,69859,16285,37938,23233,41580,122391,24108,535846
BRA,VA,1996,40759,5914,111693,17918,53810,76502,20128,98886,60557,108379,151127,29768,775442
BRA,VA,1997,44606,6020,123949,20460,63320,84008,24246,106485,65210,116708,164643,32430,852086
BRA,VA,1998,47612,5492,121838,24672,67915,84745,26388,113121,69274,123981,172123,33904,891062
BRA,VA,1999,50535,7966,133881,27793,66513,92423,27816,118467,72548,129840,192246,37867,957897
BRA,VA,2000,56962,14227,157497,32366,71780,106189,37875,115105,70489,126155,201184,39628,1029458
BRA,VA,2001,63170,18176,172226,37296,70182,117466,40689,126607,79912,128133,226503,39072,1119432
BRA,VA,2002,81515,25741,183969,43218,81980,123936,46682,140530,100574,136512,258780,45239,1268675
BRA,VA,2003,105949,32325,248257,48108,67878,164952,49866,158869,109493,146009,290305,47763,1469774
BRA,VA,2004,110913,40828,295611,57367,82057,190889,57505,181892,108316,158635,321106,55575,1660692
BRA,VA,2005,100958,58023,319907,62186,84571,227701,64276,203716,131520,171818,352909,63494,1841079
BRA,VA,2006,105294,72013,339948,66219,89102,267342,70630,229289,147468,182977,404262,72537,2047079
BRA,VA,2007,120152,68587,385033,69579,105871,317192,85892,262635,170176,204198,454239,75284,2318837
BRA,VA,2008,142051,100288,433979,68839,114802,368346,104513,299377,170819,221299,516636,84946,2625895
BRA,VA,2009,149213,62705,435277,76616,154624,419040,109403,331967,187593,247217,578605,96349,2848608
BRA,VA,2010,159932,109965,494352,92914,206927,486433,141660,372260,224561,274420,636859,102557,3302840
BRA,VA,2011,190024,162567,515704,99219,233544,560596,165557,420670,239426,311380,710602,111172,3720461
BRA,VA,2012,200695,186191,514021,100233,265237,642571,183063,470368,260312,358947,790164,122457,4094259
BRA,VA,2013,240290,189434,558733,92818,290641,722154,203421,521720,272571,419202,906996,135780,4553760
BRA,VA,2014,249975,184797,597376,93975,306946,801494,227757,570401,318680,463781,1008049,149503,4972734
BRA,VA,2015,258967,110773,630813,123183,296018,808338,226500,589157,365276,498884,1095526,152166,5155601
BRA,VA,2016,306655,55575,676238,143720,275187,827596,235979,614223,425532,527006,1170898,161213,5419822
BRA,VA,2017,302971,90577,705533,156110,244711,883324,245531,637388,429463,558042,1245411,170705,5669766
BRA,VA,2018,304401,171602,673931,174959,228457,952466,250379,655575,409499,583290,1301839,179599,5885998
BRA,VA_Q15,1990,42672,10204,147509,34446,80509,97325,30333,178982,122748,197608,188013,32638,1162988
BRA,VA_Q15,1991,43852,10298,144030,35917,77724,96510,31091,171360,117521,189193,199774,34680,1151948
BRA,VA_Q15,1992,44275,10084,143220,38430,76198,95484,34024,158113,108436,174568,203053,35521,1121406
BRA,VA_Q15,1993,46522,9824,137997,38401,71889,92373,35425,145653,99891,160811,207008,36947,1082742
BRA,VA_Q15,1994,46404,9967,149440,40291,75150,99608,38074,141804,97251,156561,211587,38385,1104523
BRA,VA_Q15,1995,48855,10593,159646,41976,80279,108716,41429,131954,90496,145687,212516,40493,1112639
BRA,VA_Q15,1996,50298,10850,159133,43285,82874,110463,42718,127388,87365,140646,216965,41341,1113327
BRA,VA_Q15,1997,50707,11392,167485,45842,89920,117755,45323,125709,86213,138792,220168,41951,1141256
BRA,VA_Q15,1998,52436,11804,167712,46411,90929,117447,43010,127435,87397,140697,224414,42760,1152453
BRA,VA_Q15,1999,55858,11290,168722,46663,88256,116063,42420,130812,89713,144426,229314,43694,1167229
BRA,VA_Q15,2000,57379,12316,189024,48603,90015,121585,45846,130578,89552,144167,235115,44799,1208980
BRA,VA_Q15,2001,60363,12982,190372,44873,88535,123258,45951,131899,90583,148735,243316,44755,1225623
BRA,VA_Q15,2002,68735,18132,211028,58395,92230,133473,51200,151249,105373,152073,271728,46670,1360287
BRA,VA_Q15,2003,88932,23305,226667,67312,93611,142032,55239,160449,123661,162044,311872,49697,1504820
BRA,VA_Q15,2004,108853,27852,325014,76578,94268,204936,63650,186658,144442,176015,353034,56238,1817540
BRA,VA_Q15,2005,112975,37750,362742,88857,100741,226172,72117,219254,145603,188850,380750,65015,2000827
BRA,VA_Q15,2006,106414,53507,388681,97246,106334,274441,79736,237232,180738,205558,427060,74304,2231251
BRA,VA_Q15,2007,109508,64142,433054,105529,122013,329449,89833,277108,215656,221652,482082,82661,2532688
BRA,VA_Q15,2008,128015,61817,481283,107181,139281,382582,111848,321094,244813,236585,536547,87839,2838886
BRA,VA_Q15,2009,137755,84977,472599,104141,154074,413976,120981,345009,236220,260466,622228,101421,3053846
BRA,VA_Q15,2010,160370,62364,570418,122272,219307,528492,147246,399589,260543,296321,690001,108277,3565201
BRA,VA_Q15,2011,169413,64528,583237,129127,237395,544619,153546,423354,276718,302044,706056,108603,3698638
BRA,VA_Q15,2012,184671,90407,580901,131460,255398,625777,175599,476793,282093,353341,780328,119146,4055915
BRA,VA_Q15,2013,218071,102229,610986,134016,293744,717425,195282,523598,307471,407444,872846,128600,4511711
BRA,VA_Q15,2014,247672,117157,614488,119772,301436,790931,214594,572941,314459,455982,987771,147804,4885007
BRA,VA_Q15,2015,258967,110773,630813,123183,296018,808338,226500,589157,365276,498884,1095526,152166,5155601
BRA,VA_Q15,2016,246110,62056,693179,172596,282406,824841,222283,624538,409328,539602,1189833,155489,5422261
BRA,VA_Q15,2017,351012,33070,798312,190878,264686,922474,247675,661150,488056,576619,1270858,170907,5975698
BRA,VA_Q15,2018,357772,33329,810537,195837,254001,945644,253014,667067,488170,594961,1274442,173452,6048228
BRA,EMP,1990,13713,438,8758,897,4180,9916,2075,3593,622,208,8118,9115,61632
BRA,EMP,1991,14041,407,8321,850,3910,10079,2045,3599,623,208,8180,9185,61449
BRA,EMP,1992,14385,383,7947,805,3666,10213,2030,3584,620,207,8211,9220,61270
BRA,EMP,1993,14320,389,7962,872,3771,10695,2058,3553,615,206,8263,9278,61982
BRA,EMP,1994,14130,361,8023,785,3700,11083,2153,3618,626,209,8371,9399,62458
BRA,EMP,1995,13944,341,7989,706,3642,11495,2246,3703,641,214,8484,9527,62932
BRA,EMP,1996,12928,303,7712,640,3766,11341,2252,3695,639,214,8618,9677,61784
BRA,EMP,1997,13069,299,7516,661,3967,11619,2350,3751,649,217,8807,9890,62796
BRA,EMP,1998,12624,299,7078,736,4229,11738,2440,3740,647,216,8886,9977,62611
BRA,EMP,1999,13569,289,7511,677,4371,12195,2502,3912,677,226,9402,10558,65890
BRA,EMP,2000,12856,308,7955,667,4433,13076,2702,4106,711,238,9929,11149,68130
BRA,EMP,2001,12339,306,7836,697,4456,13561,2785,4188,725,242,10043,11277,68456
BRA,EMP,2002,12669,324,8086,668,4665,14309,2944,4384,759,254,10455,11739,71254
BRA,EMP,2003,12893,329,8366,693,4499,14695,2959,4487,777,260,10526,11820,72305
BRA,EMP,2004,13778,357,9058,721,4669,14727,3040,4786,828,277,11267,12651,76159
BRA,EMP,2005,13856,359,9782,726,4884,15310,3147,4923,852,285,11442,12848,78415
BRA,EMP,2006,13433,353,9756,741,4934,16037,3261,5209,902,301,12225,13727,80879
BRA,EMP,2007,12854,384,10135,758,5171,16403,3370,5475,948,317,12030,13508,81354
BRA,EMP,2008,12497,384,10491,799,5744,16166,3563,5680,983,329,12306,13818,82760
BRA,EMP,2009,12248,386,10269,804,5726,16614,3307,5842,1011,338,12532,14072,83151
BRA,EMP,2010,12258,401,10202,788,6298,17661,3679,6450,1116,373,12778,14349,86354
BRA,EMP,2011,12070,406,10006,748,6859,18600,4035,7064,1185,396,13222,14039,88629
BRA,EMP,2012,11287,420,10566,712,7208,18646,4147,7215,1199,401,13732,13974,89506
BRA,EMP,2013,11084,427,10334,804,7683,19382,4150,7341,1220,408,13972,14344,91148
BRA,EMP,2014,10615,364,10988,822,7495,19726,4313,7978,1247,417,14727,14142,92834
BRA,EMP,2015,10330,361,10480,816,7349,19906,4209,8010,1237,414,14789,14547,92447
BRA,EMP,2016,9843,354,9376,641,7128,19952,4477,7494,1215,406,14954,14788,90626
BRA,EMP,2017,9355,284,9634,802,6700,20380,4343,7687,1129,377,14882,14929,90501
BRA,EMP,2018,9369,359,9669,730,6430,20548,4466,7875,1231,411,15506,15496,92091
BWA,VA,1990,385,2469,479,115,544,553,125,199,180,282,844,272,6445
BWA,VA,1991,411,2590,528,134,627,610,157,274,219,313,1094,325,7282
BWA,VA,1992,444,2591,591,146,722,540,190,327,250,347,1238,384,7769
BWA,VA,1993,532,2495,616,178,666,560,205,474,278,451,1472,451,8378
BWA,VA,1994,425,3370,558,255,764,1031,258,609,440,567,1773,475,10525
BWA,VA,1995,608,3975,698,271,813,1276,287,757,515,633,1995,560,12387
BWA,VA,1996,595,5176,905,290,950,1732,295,898,641,712,2223,651,15067
BWA,VA,1997,649,5923,1041,329,1081,1823,360,997,729,644,2761,699,17037
BWA,VA,1998,641,5932,1259,402,1222,2080,399,1050,1024,699,3239,771,18718
BWA,VA,1999,759,7987,1411,475,1490,2738,454,1384,1074,709,3925,902,23307
BWA,VA,2000,825,10024,1662,513,1475,2969,512,1811,1138,777,4314,1042,27061
BWA,VA,2001,831,10418,1873,570,1494,3429,578,1941,1440,935,4789,1283,29581
BWA,VA,2002,835,10090,2085,680,2276,4106,641,2153,1619,1033,5177,1511,32206
BWA,VA,2003,1012,9726,2121,777,2106,4814,706,2352,1857,1147,5684,1746,34047
BWA,VA,2004,950,10802,2335,807,2376,5116,838,3438,1213,1292,6152,2110,37428
BWA,VA,2005,928,16105,2512,715,2418,5499,1094,2992,2267,1390,7196,2544,45660
BWA,VA,2006,1211,19019,3123,785,2838,7032,1417,3064,2433,2012,7819,2939,53692
BWA,VA,2007,1505,19568,4207,752,3544,8244,1696,3709,2761,2184,8887,3256,60312
BWA,VA,2008,1888,18644,4279,654,3727,10047,1981,4418,3625,2597,10900,3847,66606
BWA,VA,2009,2071,11210,4662,317,4495,11163,2384,4853,3876,2575,12316,4593,64515
BWA,VA,2010,2161,16661,5548,412,5056,13084,2529,5985,4438,3129,13377,5243,77623
BWA,VA,2011,2636,24529,6074,-59,6247,15595,2932,7526,4985,3650,14778,5881,94775
BWA,VA,2012,2961,19287,6523,-621,7465,16897,3873,9429,5673,3817,16924,6750,98978
BWA,VA,2013,2877,24243,7285,-123,7998,21211,4207,10275,6124,4017,17731,7344,113190
BWA,VA,2014,3045,32403,7740,-582,8690,26182,4648,11794,6420,4210,19946,8138,132636
BWA,VA,2015,3215,25962,8442,-219,9607,23711,4989,13635,7149,4303,22491,8653,131939
BWA,VA,2016,3496,34913,8860,395,10575,30997,5562,14393,7709,5328,23927,9259,155413
BWA,VA,2017,3584,31262,9215,1770,11488,35059,6088,16040,8012,5532,25840,9899,163788
BWA,VA,2018,3794,31066,9795,2229,12575,36570,6541,17796,8350,5717,27539,10502,172474
BWA,VA_Q15,1990,2955,17391,3020,690,2825,3316,809,922,1050,1840,6118,1535,42472
BWA,VA_Q15,1991,2973,18604,3153,749,2969,3413,909,1328,1190,1800,6463,1642,45192
BWA,VA_Q15,1992,2996,18300,3316,795,3068,2928,1025,1675,1316,1788,7460,1731,46396
BWA,VA_Q15,1993,2939,17273,3155,888,2556,2802,1149,2362,1350,2039,7690,1788,45989
BWA,VA_Q15,1994,2373,26801,2483,591,3081,4069,1620,2936,2015,2369,9366,1843,59547
BWA,VA_Q15,1995,2853,28438,3010,612,3251,5025,1796,3408,2131,2347,9439,2107,64417
BWA,VA_Q15,1996,2759,26740,3612,605,3614,6447,1752,3891,2402,2167,9560,2372,65922
BWA,VA_Q15,1997,2572,27857,4203,642,4016,6655,2082,4140,2728,1952,10775,2504,70125
BWA,VA_Q15,1998,2436,26335,4516,732,4124,6897,2115,4118,3379,1670,11103,2505,69930
BWA,VA_Q15,1999,2648,28208,4629,793,4552,8227,2277,4784,3271,1596,12218,2658,75860
BWA,VA_Q15,2000,2359,32407,4539,848,3737,7381,2118,5608,3124,1413,12555,2529,78617
BWA,VA_Q15,2001,2535,33238,4394,920,3211,7224,2080,5400,3633,1687,13031,2635,79990
BWA,VA_Q15,2002,2018,37083,4417,1004,4409,7795,2156,5556,3786,1644,14025,2802,86695
BWA,VA_Q15,2003,2428,39542,4066,1071,3680,8219,2085,5374,4212,1605,14713,2919,89913
BWA,VA_Q15,2004,2434,38959,4049,1097,3673,7757,2141,7213,2395,1687,15886,3111,90400
BWA,VA_Q15,2005,2372,42184,4124,943,3629,8048,2440,5767,4081,1706,15712,3691,94696
BWA,VA_Q15,2006,2689,44356,4949,971,4206,10250,2750,5893,4053,2282,15368,4200,101967
BWA,VA_Q15,2007,3018,42244,6220,923,5183,11813,3122,6849,4406,2445,16228,4544,106994
BWA,VA_Q15,2008,3077,42354,6061,984,5223,13936,3208,7645,5309,2558,16268,5236,111861
BWA,VA_Q15,2009,3273,24409,6364,932,5867,14474,3706,7762,5601,2569,16728,5825,97511
BWA,VA_Q15,2010,3464,29376,6613,1044,6079,15818,3789,8938,5963,2920,17986,6187,108178
BWA,VA_Q15,2011,3470,27478,7364,-381,7481,17998,3882,10090,5900,3300,19112,6702,112395
BWA,VA_Q15,2012,3174,25890,7637,-277,8559,19223,4331,11087,6348,3627,19643,7419,116661
BWA,VA_Q15,2013,3216,32147,8136,-463,8909,22299,4610,12003,6990,3914,20820,8013,130594
BWA,VA_Q15,2014,3205,32303,8177,-205,9241,24681,4890,12860,6940,4089,21778,8350,136309
BWA,VA_Q15,2015,3215,25962,8442,-219,9607,23711,4989,13635,7149,4303,22491,8653,131939
BWA,VA_Q15,2016,3234,25042,8573,771,10012,26897,5322,14252,7306,4470,23025,8955,137859
BWA,VA_Q15,2017,3304,22261,8760,1078,10365,29306,5452,15062,7473,4689,23381,9204,140336
BWA,VA_Q15,2018,3399,23918,9072,1305,10748,30255,5765,16001,7718,4964,24085,9531,146761
BWA,EMP,1990,170,13,29,6,49,32,9,10,3,1,56,45,422
BWA,EMP,1991,173,13,28,6,58,35,9,11,3,1,65,52,455
BWA,EMP,1992,179,12,31,5,60,35,9,11,4,1,70,53,469
BWA,EMP,1993,184,9,33,4,59,36,9,13,4,1,69,52,474
BWA,EMP,1994,189,9,35,4,57,34,10,15,4,1,71,48,477
BWA,EMP,1995,192,9,36,4,56,33,10,16,4,1,73,48,484
BWA,EMP,1996,194,9,39,4,62,38,10,17,5,1,81,47,507
BWA,EMP,1997,210,8,39,4,57,35,9,16,4,1,80,40,504
BWA,EMP,1998,225,8,41,4,59,49,10,18,5,1,86,41,547
BWA,EMP,1999,227,11,42,4,58,59,10,20,5,1,105,40,583
BWA,EMP,2000,229,12,42,4,63,64,11,23,6,1,113,42,609
BWA,EMP,2001,221,13,39,4,59,74,12,26,6,1,122,38,615
BWA,EMP,2002,224,13,37,4,56,81,12,27,6,1,116,36,614
BWA,EMP,2003,227,14,35,4,44,92,12,28,6,1,112,35,610
BWA,EMP,2004,229,14,37,4,34,93,12,27,6,1,127,41,625
BWA,EMP,2005,233,13,33,4,27,90,12,29,6,1,123,38,610
BWA,EMP,2006,236,14,36,4,28,92,13,30,6,1,118,36,614
BWA,EMP,2007,241,15,36,5,32,93,14,33,7,1,130,39,645
BWA,EMP,2008,246,15,35,5,38,93,14,37,8,1,143,44,680
BWA,EMP,2009,251,15,33,6,42,93,16,44,9,1,156,48,714
BWA,EMP,2010,255,16,31,5,47,93,16,47,9,1,162,45,726
BWA,EMP,2011,275,19,32,6,60,103,18,55,10,2,191,49,819
BWA,EMP,2012,288,18,32,6,60,105,18,55,10,2,197,48,839
